raceId,driverId,lap,position_x,time,milliseconds,year,round,circuitId,name,position_y,grid,constructorId,statusId,status,code,Driver,LapNumber,Compound,TyreLife,FreshTyre,Stint,AirTemp,TrackTemp,Humidity,Pressure,Rainfall,WindSpeed,WindDirection
"1052","1","25","1",1:35.359,"95359","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"25",HARD,12,"1",2,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","26","1",1:35.622,"95622","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"26",HARD,13,"1",2,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","27","1",1:35.940,"95940","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"27",HARD,14,"1",2,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","28","2",1:37.835,"97835","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"28",HARD,15,"1",2,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","29","3",1:55.194,"115194","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"29",HARD,1,"1",3,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","30","3",1:34.365,"94365","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"30",HARD,2,"1",3,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","31","2",1:35.305,"95305","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"31",HARD,3,"1",3,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","32","2",1:34.729,"94729","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"32",HARD,4,"1",3,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","33","2",1:35.041,"95041","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"33",HARD,5,"1",3,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","34","2",1:34.665,"94665","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"34",HARD,6,"1",3,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","35","2",1:34.745,"94745","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"35",HARD,7,"1",3,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","36","2",1:34.754,"94754","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"36",HARD,8,"1",3,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","37","2",1:34.740,"94740","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"37",HARD,9,"1",3,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","38","2",1:34.720,"94720","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"38",HARD,10,"1",3,20.5,27.6,54.6,1014.9,0,0.9,11
"1052","1","39","2",1:34.816,"94816","2021","1","3",Bahrain International Circuit,2,"2","131","1",Finished,HAM,HAM,"39",HARD,11,"1",3,20.5,27.6,54.6,1014.9,0,0.9,11
